CODI_ATC;NOMBRE
M01BA;COMBIFLEXONA
S01ED;COMBIGAN
R03AK;COMBIPRASAL
A10AD;COMBITARD HUMANA
J01CA;COMBITORA
R05CZ;COMBITORAX
J01CA;COMBITORAX AMPICILINA
R03AK;COMBIVENT
J05AR;COMBIVIR
N03AB;COMICIANOL
N03AB;COMITAL L
A06AG;COMOSUP
A02AD;COMPAGEL
A10BD;COMPETACT
V03AB;COMPLECAL
B03AE;COMPLEJO HIER+FOLICO+B12
J01CA;COMPLEXOBIOTICO BALS
D03AX;COMPLIDERMOL
N05BA;COMPLUTINE
N02BA;COMPRIMIDOS ANALG LAFENA
N04BX;COMTAN
G03XC;CONBRIZA
N06BA;CONCERTA
D06BB;CONDELONE
M01AX;CONDRODIN
M01AX;CONDROSAN
M01AX;CONDROSULF
A11HA;CONDUCTASA
N06AX;CONERVIN RETARD
G03CA;CONESTRON
A02BA;CONFOBOS
V03AN;CONOXIA GAS MEDICINAL
J01AA;CONTERRA
V03AX;CONTRA PULMONIA CATAR N1
C09AA;CONTROLVAS
N02AA;CONTUGESIC
A06AB;CONTUMAX
M02AC;CONTUSIN GEL
C09DB;COPALIA
L03AX;COPAXONE
J05AB;COPEGUS
A02BX;COPINAL
R07AB;CORA RAPIDE
A02BA;CORALEN
A02BA;CORALENBIS
R07AB;CORAMINA GOTAS
C01DX;CORANGOR
C01DX;CORATOLINE
C08CA;CORDILAN
C08CA;CORDILAN RETARD
C01DA;CORDIPLAST
C01DX;COREMAX
C01BC;CORFLENE
R05X;CORICIDIN
N02BE;CORICIDIN FUERTE
R01AC;CORIFINA
S01GX;CORIFINA COLIRIO
R01AX;CORILISINA POMADA
R01AA;CORILISINA SPRAY
C09BB;CORIPREN
C01EB;CORLENTOR
C01DX;CORMELIAN
C08CA;CORNEL
D11AF;CORNINA
C08DB;COROLATER
C08DB;COROLATER RETARD
C01DA;CORONUR
C07AG;COROPRES
C01CE;COROTROPE
C01DX;CORPEA
C09AA;CORPRILOR
R05X;CORTAFRIOL C
R05X;CORTAFRIOL COMPLEX
C05AA;CORTENEMA
H02AB;CORTIDENE DEPOT
D07AC;CORTIESPEC
A13AA;CORTINOREX
S01BA;CORTOFTAL
A13AA;COSERINE U T P FORTE
M01AG;COSLAN
B03AC;COSMOFER
S01ED;COSOPT
A11DB;COTRIZIMA
R01AA;COULDESPIR
R05DA;COULDETOS
R05X;COULDINA
R05X;COULDINA C
R05X;COULDINA INSTANT
R06AE;COULERGIN
C09AA;COVERSYL
A15AA;COVITASA B12
N02BE;COXUMADOL
C09CA;COZAAR
C09CA;COZAAR INICIO
C09DA;COZAAR PLUS
A02AD;CRACOA B
C01AX;CRATAEGUTT
M02AA;CRATIMON
A12AX;CREACAL
D07CC;CREANOLONA
A13AA;CRECI BABY
D11AX;CRECIL
D11AX;CRECISAN
G02BB;CREMA CONTRACEPTIVA LANZAS
D03AX;CREMA GLAAN
D07AA;CREMA TRANSCUTAN
D07CB;CREMSOL
D02AC;CREMZY
A01AC;CRESOPHENE
C10AA;CRESTOR
G03DA;CRINONE
C09AA;CRINOREN
C09BA;CRINORETIC
B02BD;CRIOSTAT SD
M01CB;CRISINOR
A06AB;CRISLAXO
R03AK;CRISMOL
N03AX;CRISOMET
D08AC;CRISTALCROM
D08AC;CRISTALMINA
D08AC;CRISTALMINA FILM
D08AX;CRISTALMINA PLUS
N06AB;CRISUP
J05AE;CRIXIVAN
B03BA;CROMATONBIC B12
B03AA;CROMATONBIC FERRO
V03AF;CROMATONBIC FOLINICO
D08AK;CROMER ORTO
D08AX;CROMERCONGO L
R03BC;CROMO ASMA
R01AC;CROMOGLICATO NASAL
R01AC;CROMOGLICATO SODICO
B02BA;CROMOXIN K
C08DB;CRONODINE
A02BA;CRONOL
D08AX;CRYSTACIDE
A02BA;CUANTIN
D07XC;CUATRODERM
J01XX;CUBICIN
A07XA;CUNTICINA
N02BE;CUPANOL
D06BB;CUPIEL
M01CC;CUPRIPEN
D11AF;CURA CALLOS BEBETE
A01AD;CURADENT
D08AG;CURADONA
D08AG;CURADONA SCRUB
D08AC;CURAFIL
D04AA;CURAPIC LAPIZ
M03AA;CURARINA MIRO
V10XA;CURICAP
D04AB;CURINE
D08AX;CURISTAN
L02BG;CURMYL
R07AA;CUROSURF
J01DC;CUROXIMA
R01AC;CUSICROM NASAL FUERTE
S01GX;CUSICROM OFTALMICO
D07AC;CUSIGEL
J01FA;CUSIMICINA
S01ED;CUSIMOLOL
J01CA;CUSIPEN BALSAMICO
J01CA;CUSIPEN RETARD
D08AX;CUSITER
J05AB;CUSIVIRAL
S01AD;CUSIVIRAL OFTALMICO
D07AC;CUTANIT ULTRA
D11AC;CUTIFITOL
D01AC;CUTIMIAN
D07AC;CUTIVATE
D08AC;CUVEFILM
V03AB;CYANOKIT
R06AX;CYATER
R06AX;CYATER FORTE
M01AC;CYCLADOL
N06AX;CYMBALTA
J05AB;CYMEVENE
C02AC;CYNT
N05AG;CYPERON
A16AA;CYSTADANE
A16AA;CYSTAGON
A02BB;CYTOTEC
B05XA;D SORBITOL
C09AA;DABONAL
C09BA;DABONAL PLUS
L01AX;DACARBAZINA
H02AB;DACORTIN
H02AB;DACORTIN H
J01DA;DACOVO
S01XA;DACROLUX
M01AE;DADOSEL
N02BE;DAFALGAN
C09DB;DAFIRO
C09DX;DAFIRO HCT
C05CA;DAFLON
C08CA;DAGAN
M01AB;DAITAL
D05AX;DAIVOBET
D05AX;DAIVONEX
G01AF;DAKTARIN GINECOLOGICO
J02AB;DAKTARIN INY
A01AB;DAKTARIN ORAL
D01AC;DAKTARIN TOPICO
J01FF;DALACIN
J01FF;DALACIN FOSFATO
D10AF;DALACIN TOPICO
G01AA;DALACIN VAGINAL
A11DB;DALAMON
H02BX;DALAMON INY
G04CA;DALFAZ
M02AA;DALGEN
J01GB;DALINAR
N05CF;DALPARAN
M01AE;DALSY
J01CA;DALUX BRONQUIAL
A06AA;DAMA-LAX
J01CA;DAMOXICIL
R05CZ;DAMOXICIL MUCOLITICO
G03XA;DANATROL
C01DX;DANCOR
G03AA;DANIELLE
M02AA;DANILON
A10BB;DAONIL
N06AB;DAPAROX
N05BC;DAPAZ
P01BD;DARAPRIM
C09AA;DARDEX
C08CA;DARI
A03CA;DARITRAN
J01CA;DARKEPEN
A06AD;DARMEN SALT
B05XA;DARROW
D11AX;DARSTIN
N02AC;DARVON
R05DA;DASTOSIN
N05CF;DATOLAN
V09AB;DATSCAN
L01DB;DAUNOBLASTINA
L01DB;DAUNOXOME
J01CE;DAVURMICIN
R03DX;DAXAS
A11AA;DAYAMINERAL B12
G03AA;DAYLETTE
R03D;DE OXIN
B06AA;DEANASE
N06CA;DEANXIT
A14AB;DECA DURABOLIN
S01BA;DECADRAN COLIRIO
S01CA;DECADRAN NEOMICINA COLIRIO
H02AB;DECADRAN ORAL
A12AX;DECALTREX FLAS
B05XA;DECAN
L02AE;DECAPEPTYL DIARIO
L02AE;DECAPEPTYL MENSUAL
L02AE;DECAPEPTYL SEMESTRAL
L02AE;DECAPEPTYL TRIMESTRAL
R03BA;DECASONA
N05AB;DECENTAN
N02BE;DECIMA NIL
B01AB;DECIPAR
B01AB;DECIPAR FORTE
D07AD;DECLOBAN
D07AB;DECODERM
D07CB;DECODERM TRIVALENTE
A05AB;DECOFILINA SEDANTE
C10AB;DECRELIP
C09BA;DECRESCO
J01DB;DEFAXINA
H02AB;DEFLAZACORT
G04CA;DEFLOX
N06AA;DEFTAN
N01AX;DEHIDROBENZPERIDOL
M02AA;DEIRON
M01AC;DEKAMEGA
A06AB;DELGA INFUSION
A08AA;DELGAMER
D11AC;DELIPODERM
D06CA;DELTACINA
D07CB;DELTASITON
N05BA;DEMETRIN
C03BA;DEMIAX
N06AA;DEMOLOX
D07AC;DEMOTEST
A07DA;DEMUSIN
D06BB;DENAVIR
M01AE;DENAXPREN
A12AA;DENSICAL
A01AB;DENTAFIJAL
A01AD;DENTAL BEBETE
A01AB;DENTICELSO
A01AB;DENTIKRISOS
A01AD;DENTISPRAY
A01AD;DENTOL TOPICO
A01AD;DENTOMICIN
N06BX;DENUBIL
A02BA;DENULCER
D04AB;DENUTRAXAN
J01DD;DENVAR
N03AG;DEPAKINE
N03AG;DEPAKINE CRONO
N03AG;DEPAMIDE
N06AB;DEPESERT
H02AB;DEPO MODERIN
G03DA;DEPO PROGEVERA
L01BC;DEPOCYTE
G03DA;DEPOSTAT
N02AC;DEPRANCOL SOSTEN
N06AB;DEPRASER
N06AX;DEPRAX
A02AD;DEPRECE
A02AD;DEPRECE FORTE
N06AA;DEPRELIO
A06AB;DEPURAN
A16AX;DEPURATIVO RICHELET
R02AA;DEQUADIN
D09AA;DEQUADIN APOSITO TUL
R02AA;DEQUADIN COMPLEX
R02AA;DERATIN COMPRIMIDOS PARA CHUPAR
D08AC;DERATIN SOLUCION
A07AA;DERBITAN ANTIBIOTICO COMPRIMIDOS
D08AX;DERCUSAN
D10BA;DERCUTANE
D07AC;DEREME
M01AE;DERILATE
D10AF;DERIPIL
D07AB;DERMAREN
C01DA;DERMATRANS
G03CA;DERMESTRIL
G03CA;DERMI HORMON
M02AX;DERMIALGIDA
M02AA;DERMILEVOL
D11AX;DERMINIOL
D07AA;DERMINOVAG
D11AC;DERMISDIN CAPILAR
D01AC;DERMISDIN EMULSION
D07AC;DERMISONE BECLO
D03AX;DERMISONE EPITELIZANTE
M02AA;DERMISONE FENTIAZACO
D07BA;DERMISONE HIDROCORTISONA NEOMICINA
D06AX;DERMISONE TRI ANTIBIOTICA
D02AB;DERMO H POMADA
D02AA;DERMO HALIBUT
D07CA;DERMO HUBBER
D08AC;DERMODIATIC
D01AC;DERMOFIX
D10AD;DERMOJUVENTUS
D01AE;DERMOMYCOSE LIQUIDO
D06AX;DERMOMYCOSE TALCO
D06AX;DERMONALEF
D07AC;DERMONILO
D06AA;DERMOSA AUREOMICINA
D07AA;DERMOSA HIDROCORTISONA
D01AC;DERMOSEPTIC
D04AB;DERMOVAGISIL
D03BA;DERTRASE
A15AA;DESARROL
A13AA;DESATEN
R01AA;DESCONASAL
N05AH;DESCONEX
R01AA;DESCONGESTAN
R05X;DESENFRIOL
R05X;DESENFRIOL C
R05X;DESENFRIOL D
N02CA;DESERIL
N02BE;DESFEBRE
V03AC;DESFERIN
D08AJ;DESINVAG
R06AX;DESLORATADINA 
H01BA;DESMOPRESINA
G03AA;DESOGESTREL/ETINILESTRADIOL
D11AX;DESPIGMENTAL
D08AX;DETERGENTE CUSI AZUFRADO
D07XA;DETRAMAX
G04BD;DETRUSITOL
G04BD;DETRUSITOL NEO
D08AJ;DETTOLMED
L02BG;DEVAZOL
C04AX;DEVINCAL
G02CX;DEVOGIN
D01AE;DEVORFUNGI
R03DB;DEXA BRONCHISAN
H02BX;DEXA TAVEGIL
S01BA;DEXAFREE
H02AB;DEXAMETASONA
H02AB;DEXAPLAST
R06AB;DEXCLORFENIRAMINA MALEATO
C10AC;DEXIDE
H03AA;DEXNON
B05AA;DEXTRAN
B05AA;DEXTRANORM GLUCOSADO
B05AA;DEXTRANORM SALINO
A07BC;DEXTRICEA
B05BA;DEXTRO RAPIDE GLUCOSADO
R05DA;DEXTROMETORFANO
B05BA;DEXTROSA HIDROCOR
H02AB;DEZACOR
M01AB;DI RETARD
J01XX;DIABACIL
A10BB;DIABET ROBERT
A10BB;DIABINESE
A10BA;DIABIS ACTIVADO RETARD
N05CX;DIACEPLEX
N05BA;DIACEPLEX GOTAS
N05BA;DIACEPLEX SIMPLE
M01AX;DIACEREINA
J01CA;DIACIBRONE
N03AX;DIACOMIT
N05AX;DIAFORIN
C01DA;DIAFUSOR
G03HB;DIALIDER
B05DB;DIALISIS PERIT AA BIEFFE
B05DB;DIALISOL
V03AE;DIALUME
A10BB;DIAMICRON
S01EC;DIAMOX
J01CA;DIAMPEN
A10BA;DIANBEN
G03HB;DIANE 35
G03HB;DIANE 35 DIARIO
B05DB;DIANEAL PD1 GLUCOSA
A07DA;DIARFIN
A10BF;DIASTABOL
H05BA;DIATIN 40 UE
C04AA;DIATOLIL
J01XA;DIATRACIN
N05BA;DIAZEPAN
A08AA;DICEL
N05CX;DICEPIN B6
B02BX;DICINONE
N07CA;DICLAMINA
S01BC;DICLOABAK
D07AB;DICLODERM FORTE
M01AB;DICLOFENACO
S01BC;DICLOFENACO LEPORI OFTALMICO
M02AA;DICLOFENACO TOPICO
J01CF;DICLOXACILINA ANTIBIOTIC
J01FA;DICORVIN
C01BA;DICORYNAN
C01BA;DICORYNAN RETARD
C04AE;DIEMIL
C04AE;DIERTINE
A11CA;DIF VITAMIN A MASIVO
C10AB;DIFATEROL
C10AB;DIFATEROL RETARD
D10AD;DIFFERINE
A07AA;DIFICLIR
R03DA;DIFILINA
R03DB;DIFILINA ASMORAX
M01AA;DIFLAMIL
J02AC;DIFLUCAN
R02AA;DIFORMIL
M05BA;DIFOSFEN
C05CX;DIFRAREL
J07AM;DIFTAVAX
D05BX;DIFUR
C10AA;DIGARIL
C10AA;DIGARIL PROLIB
A02BA;DIGERVIN
A09AC;DIGESTAN
A09AA;DIGESTIBYS
A02AD;DIGESTINAS
A04AD;DIGESTIVO VERKOS
A02AF;DIGESTOFIT
A02X;DIGESTOL SANATORIUM
A09AA;DIGESTOMEN COMPLEX
A02AX;DIGESTONICO
A02AX;DIGESTOVITAL ELIXIR
C01AA;DIGITALINE NATIVELLE
J06AA;DIGLOFIL
C01AA;DIGOXINA
N05AL;DIGTON
N05AL;DIGTON FORTE
A11CC;DIHIDRAL
N02CA;DIHYDERGOT RETARD
C09BA;DILABAR DIU
C08DB;DILACLAN
C08DB;DILACLAN HTA
C08DB;DILACLAN RETARD
M04AB;DILAFURANE
C04AX;DILANGIO COMPOSITUM
C02LC;DILAPRES
C04AX;DILARTERIAL
H02AB;DILASTER INY
C01DX;DILATCOR
C08CA;DILCOR
C08CA;DILCOR RETARD
R03BC;DILOSPIR
C08DB;DILTIAZEM
C08DB;DILTIWAS
C08DB;DILTIWAS RETARD
M02AA;DILTIX SOLUCION
M02AA;DILTIX TOPICO
C03CA;DILUTOL
C03CA;DILUTOL HTA
R05FB;DIMAYON
R05FA;DIMINEX ANTITUSIGENO
D11AX;DINAXCINCO
D11AX;DINAXIL CAPILAR
C08DB;DINISOR
C08DB;DINISOR RETARD
R05CB;DINOBROXOL
J01XX;DINOLDIN
C05BA;DINOVEN
A06AB;DIOLAXIL
C03BA;DIONDEL
R05DA;DIONINA LLORENS
S01EA;DIOPINE
C05CA;DIOSMINA
C05CA;DIOSMINIL
A02BX;DIOTULFAES
C09CA;DIOVAN
C09CA;DIOVAN CARDIO
J04AC;DIPASIC
B05BA;DIPEPTIVEN
C04AE;DIPERVINA
A08AA;DIPONDAL
N01AX;DIPRIVAN
D07AC;DIPRODERM
D07CC;DIPROGENTA
D07XC;DIPROSALIC
A07AX;DIREVER
N02BA;DISDOLEN
N02BA;DISDOLEN CODEINA
N03AB;DISFIL
A02DA;DISFLATYL
A02BA;DISGLUX
B01AC;DISGREN
N06AX;DISLAVEN RETARD
G02CX;DISMEGYN
G04BD;DISMENOL
A12AX;DISNAL
R03BB;DISNE ASMO
R03DB;DISNETAM
R01AA;DISNEUMON
J01RA;DISNEUMON MUCOLITICO
R01AA;DISNEUMON PERNASAL
R01BA;DISOFROL
A03AX;DISOLGAS
V08BA;DISPERBARIUM
A02BA;DISPROMIL
A02BA;DISTAXID
N05BA;DISTENSAN
N05CM;DISTRANEURINE
J07AM;DITANRIX
C09BA;DITENSIDE
C09AA;DITENSOR
G04BD;DITROPAN
C02LA;DIU RAUWIPLUS
C03BX;DIURETTE
C03BA;DIUREX
A16AX;DIURINAT
C03CA;DIUROLASA
C03EA;DIUZINE
J07AM;DIVACUNA DT LETI
N05BA;DIVIAL
G03FB;DIVISEQ
N05AL;DIXIBON
A11AA;DOBLAN CALCICO
M01AC;DOBLEXAN
J01CA;DOBRICICLIN
C01CA;DOBUCOR
N06AX;DOBUPAL
N06AX;DOBUPAL RETARD
C01CA;DOBUTAMINA EN GLUCOSA
C01CA;DOBUTREX
R07AB;DOCATONE
L01CD;DOCEFREZ
L01CD;DOCETAXEL
C08DB;DOCLIS RETARD
J01AA;DOCOSTYL
D08AE;DOCTODERMIS
M02AA;DOCTOFRIL ANTIINFLAMATORIO
M02AC;DOCTOMITIL
M01AE;DOCTRIL
M01AE;DOCTRIL FORTE
N05AL;DOGMATIL
N05AL;DOGMATIL FUERTE
C01DA;DOLAK RETARD
N02BG;DOLALGIAL
N02AB;DOLANTINA
M01AE;DOLBUFEN
A02AD;DOLCOPIN
M02AX;DOLCYMENE
N02BE;DOLEFIN PARACETAMOL
N02BB;DOLEMICIN
N02BE;DOLGESIC CODEINA
M01AB;DOLINE
A02BC;DOLINTOL
N02BA;DOLMEN
N02CC;DOLMIGRAL
M02AC;DOLMITIN
N02BB;DOLO BUSCOPAN
M01AB;DOLO NERVOBION
M01AB;DOLO VOLTAREN
N02BA;DOLOANA
N02BA;DOLOBID
N02BE;DOLOCATIL
N02BE;DOLOCATIL CODEINA
M01AE;DOLOCYL
N02BB;DOLODENS
N02AX;DOLODOL
N02AX;DOLODOL FLAS
N02BA;DOLOFARMA
M02AC;DOLOGEX
M02AC;DOLOKEY
N02BE;DOLOMEDIL
N02BA;DOLOMEGA
N02BA;DOLOMEGA FORTE
C05AX;DOLOPROCT
M01AE;DOLORAC
N02BA;DOLOSARTO
N02BE;DOLOSTOP
M01AB;DOLOTREN RETARD
M02AA;DOLOTREN TOPICO
N02AX;DOLPAR
N02AA;DOLQ
P01BA;DOLQUINE
M01AX;DOLSINAL
N02BA;DOLVIRAN
N05BA;DOMALIUM
C04AX;DOMENI
A03FA;DOMPERIDONA
J01CA;DOMPIL
J01CA;DOMPIL BALSAMICO
G03AA;DONABEL
N06DA;DONEBRAIN
C09AA;DONEKA
C09BA;DONEKA PLUS
N06DA;DONEPEZILO
A11JC;DONEURINA
C03EA;DONICER
N05BA;DONIX
M01AB;DONOREST
R06AA;DONORMYL
V09IX;DOPACIS
C01CA;DOPAMINA FIDES
G02CB;DOPERGIN
J01FA;DORANOL
A13AA;DORAXO
J01DH;DORIBAX
J01MA;DORIMAN
M01AE;DORIVAL
N05BA;DORKEN
R06AA;DORMACIL
N05CD;DORMICUM
R06AA;DORMIDINA
N05CX;DORMIPLANT
R06AA;DORMIREL
N05CD;DORMODOR
R06AA;DORMPLUS
S01EC;DORZOLAMIDA
S01ED;DORZOLAMIDA/TIMOLOL
N02BE;DOSCAFIS
J01AA;DOSIL
J01AA;DOSIL ENZIMATICO
A02BX;DOSMALFATO
G02CB;DOSTINEX
V08CA;DOTAREM
C01CA;DOVIDA
J01AA;DOXACLEN
C02CA;DOXATENSA
C02CA;DOXAZOSINA
C02CA;DOXAZOSINA NEO
J01AA;DOXI SERGO
J01AA;DOXICICLINA
J01AA;DOXICLAT
J01AA;DOXICRISOL
C02CA;DOXIMAX NEO
J01AA;DOXINATE
J01AA;DOXIPIL
J01AA;DOXITEN BIO
J01AA;DOXITEN ENZIMATICO
C05BX;DOXIUM
C05BX;DOXIUM FUERTE
L01DB;DOXORUBICINA
B05CB;DPCA 104
C01EB;DRAGOSIL
G04BE;DRAGUL
R06AE;DRAMINE
N05BA;DRENIAN
D07AC;DRENISON
D07CC;DRENISON NEOMICINA
G04BD;DRESPLAN
G03AA;DRETINE
G03AA;DRETINELLE
R02AA;DRILL PASTILLAS
M01AB;DROAL
M01AB;DROGELON
M01CX;DROGLICAN
D07AC;DROLASONA
G03AA;DROSIANE
G03AA;DROSIANE DIARIO
G03AA;DROSIANELLE DIARIO
G03AA;DROSURE
G03AA;DROSURE DIARIO
G03AA;DROSURELLE
G03AA;DROSURELLE DIARIO
V09FX;DRYTEC
J07AM;DT VAX
L01AX;DTIC DOME
J07AJ;DTP MERIEUX
V09CA;DTPA TECHNESCAN
D10AF;DUAC GEL
G04CB;DUAGEN
R06AA;DUEBIEN
J07AE;DUKORAL
N02BA;DULCIPIRINA
A06AB;DULCO LAXO
A06AG;DULCOENEMA
A06AB;DULCOLAXO
N06AB;DUMIROX
N05BA;DUNA
J01AA;DUO GOBENS
B01AC;DUOCOVER
G04CA;DUODART
N04BA;DUODOPA
G03FB;DUOFEMME
A02BA;DUOGASTRIL
A06AD;DUOLAX
C10AB;DUOLIP
J01CR;DUONASA
B01AC;DUOPLAVIN
N02BE;DUOROL
C02CA;DUOTENS
S01ED;DUOTRAV
A06AD;DUPHALAC
G03DB;DUPHASTON
A11JC;DUPLICALCIO B12
R05DA;DUPONIL
A14AB;DURABOLIN
J01DB;DURACEF
R01BA;DURASINA
H01BB;DURATOBAL
N02AB;DURFENTA
N02AB;DUROGESIC MATRIX
N06BC;DURVITAN RETARD
A03AA;DUSPATALIN
N06AX;DUTONIN
N06AX;DUTONIN START
C04AA;DUVADILAN
C04AX;DUXOR GOTAS
A13AA;DYNAMIN
A15AA;DYNAMOGEN
M01AH;DYNASTAT
B03XA;DYNEPO
B01AC;DYNOVASE
M03AX;DYSPORT
R06AX;EBASTEL
R06AX;EBASTEL FLAS
R06AX;EBASTEL FORTE
R06AX;EBASTEL FORTE FLAS
R06AX;EBASTINA
D01AC;EBERMAC
D01AC;EBERNET
D01AC;EBERTOP
N06DX;EBIXA
A02BA;EBROCIT
C04AX;EBURNOXIN
C09BA;ECADIU
J02AX;ECALTA
C09AA;ECATENSIL
C09BA;ECATENSIL DUO
C09BA;ECAZIDE
V03AX;ECHINACIN MADAUS
L03AX;ECHINAMED
R02AX;ECHINAMED PLUS
V03AX;ECHINASARTO
D01AC;ECONAZOL SMALLER
D01AC;ECOTAM
C01BC;ECRINAL
C09AA;ECTREN
C03CC;EDECRIN
G03AA;EDELSIN
S01EC;EDEMOX
C04AX;EDERAL
R02AB;EDIFARINGEN
A02AD;EDIGASTROL
M01AE;EDILUNA
J01CA;EDOXIL
R05CZ;EDOXIL MUCOLITICO
S01XA;EDTA LLORENS
J01EE;EDUPRIM
R05CZ;EDUPRIM MUCOLITICO
J05AG;EDURANT
R03CA;EFEDRINA LEVEL
J01DB;EFEMIDA
C10AC;EFENSOL
N02BE;EFETAMOL
R03DB;EFETONINA
N02AB;EFFENTORA
N02BE;EFFERALGAN
N02BE;EFFERALGAN ODIS
N02BE;EFFERALGAN VITAMINA C
A10BD;EFFICIB
N05BE;EFFIPLEN
B01AC;EFIENT
A11EX;EFLUYOL
C01CA;EFORTIL
C01CA;EFORTIL RETARD
L01BC;EFUDIX
R01AB;EGARONE
V03AX;EKIAN
B01AC;EKISTOL
R03BB;EKLIRA
V03AX;ELACTO
A16AB;ELAPRASE
D07AC;ELASVEN
H05BA;ELCATONINA
A03AX;ELDICET
S01ED;ELEBLOC
C03DA;ELECOR
R05CZ;ELECTOPEN BALSAM RETARD
A07FA;ELECTROLACTIL
A11AA;ELEVIT
C02CA;ELGADIL
A02BC;ELGAM
D07AC;ELICA
D11AH;ELIDEL
L02AE;ELIGARD MENSUAL
L02AE;ELIGARD SEMESTRAL
L02AE;ELIGARD TRIMESTRAL
A06AB;ELIMIN LAXANTE
N03AF;ELIPSINE
B01AF;ELIQUIS
A07DA;ELISSAN
R03DA;ELIXIFILIN
A01AB;ELIXIR DENTAL
G03AD;ELLAONE
R03DB;ELMUFILINA BARBITON
A13AA;ELMUTEN
D07AC;ELOCOM
D07XC;ELOCOM PLUS
S01XA;ELOISIN
N06AX;ELONTRIL
G03GA;ELONVA
C04AD;ELORGAN
D07XC;ELOSALIC
R03BA;ELOVENT TWISTHALER
L01XA;ELOXATIN
A01AB;ELUDRIL
V09FX;ELUMATIC III 1 GENERADOR
A05AB;ELUSANES ALCACHOFA
A16AX;ELUSANES BARDANA
N05CM;ELUSANES ESPINO ALBAR
A16AX;ELUSANES FRESNO
A16AX;ELUSANES MAIZ
A16AX;ELUSANES ORTOSIFON
N06BC;ELUSANES TE VERDE
N05CM;ELUSANES VALERIANA
V03AX;ELUSANES VELLOSILLA
S01GX;EMADINE
M02AC;EMBROCACION GRAS
C07AB;EMCONCOR
C07AB;EMCONCOR COR
C07BB;EMCORETIC
A04AD;EMEND
G03FB;EMENOVISTER
A02BC;EMEPROTON
R03CC;EMICAN
N01BB;EMLA CREMA
N01BB;EMLA PARCHES
D05AA;EMOLYTAR
C01BB;EMOTIVAL
D07AB;EMOVATE
D03AX;EMPAPOL
A06AD;EMPORTAL
L01BA;EMTHEXATE
J05AF;EMTRIVA
A06AX;EMULIQUEN ANTIESPASMODIC
A06AA;EMULIQUEN LAXANTE
A06AA;EMULIQUEN SIMPLE
C09AA;ENALAPRIL
C09BA;ENALAPRIL+HIDROCLOROTIAZIDA
M02AA;ENANGEL
M01AE;ENANTYUM
L04AB;ENBREL
A01AB;ENCIALINA
J06BA;ENDOBULIN
C10AX;ENDOL
G03CA;ENDOMINA
G03FB;ENDOMINA PLUS
V08CB;ENDOREM
C09BB;ENEAS
A06AG;ENEMA CASEN
A06AD;ENEMASCOP
A13AA;ENERGINA
R05X;ENFRIESTOP
J07BC;ENGERIX B
L01CA;ENISON
C09BB;ENIT
A13AA;ENOFOSFORINA
A15AA;ENOTON
N04BX;ENTACAPONA
N06AB;ENTACT
A03AX;ENTEROSILICONA
A07AX;ENTEROWAS
A07EA;ENTOCORD
D08AX;EOSINA
N03AB;EPANUTIN
N03AB;EPANUTIN FENOBARBITONA
J07BC;EPAXAL
A11HA;EPHYNAL
D10AD;EPIDUO
R03AC;EPIFEROL
N03AB;EPILANTIN
N03AF;EPILEXTER
N03AX;EPILMAX
L01DB;EPIMEDAC
C01DA;EPINITRIL
L01DB;EPIRUBICINA
N03AB;EPISINDROME
B02BC;EPISTAXOL
D03AX;EPITELIPLAST
J05AF;EPIVIR
G04BC;EPIXIAN
C03DA;EPLERENONA
J01DD;EPOCELIN
D11AX;EPOGAM
B03XA;EPOPEN
B01AC;EPOPROSTENOL
B03XA;EPORATIO
B03XA;EPREX
C09CA;EPROSARTAN
C09DA;EPROSARTAN/HIDROCLOROTIAZIDA
N07BC;EPTADONE
N03AB;EQUIDAN
B05XA;EQUIFUSINA
B05XA;EQUILIBRADA BRAUN
G03CA;EQUIN
N03AX;EQUIPAX
J01MB;ERADACIL
B03XA;ERANTIN
L01XC;ERBITUX
L01XA;ERCAR
A07AA;ERCEFURYL
C01CA;ERFOLGAN
A02BA;ERGAN
C04AE;ERGODAVUR
C04AE;ERGODILAT
D10AF;ERIDOSIS
J01RA;ERIFOSCIN
J01FA;ERIPRODIN
J01FA;ERITROGOBENS
J01FA;ERITROMICINA ESTEDI 250 MG 12 CAPSULAS
J01FA;ERITROVEINTE
B01AD;ERNODASA
A02AD;ERVASIL
J01FA;ERY MAX
C05CA;ESBERIVEN
C01CA;ESCANDINE
M01AE;ESCARMINE
N06AB;ESCILAN
N06AB;ESCIMYLAN
N06AB;ESCITALOPRAM
J01MA;ESCLEBIN
A04AD;ESCOPOLAMINA
A05BA;ESENCIAL NATTERMANN
N06AB;ESERTIA
C03AA;ESIDREX
N05AB;ESKAZINE
P02CA;ESKAZOLE
R06AX;ESMACEN
M03AC;ESMERON
A02BC;ESOMEPRAZOL
A02BC;ESOMEX
G03CA;ESOTRAN
N03AX;ESPALEV
A09AA;ESPASMO CANULASA
A03DB;ESPASMO CIBALGINA
A09AA;ESPASMO DIGESTOMEN
A02AG;ESPASMOFILM
R03DB;ESPECTONA COMPOSITUM
R05CZ;ESPECTRAL BALSAMICO
R07AX;ESPECTRAL FTE
J01CA;ESPECTRAL INY
R05CZ;ESPECTROSIRA INYECTABLE
M01AE;ESPIDIDOL
M01AE;ESPIDIFEN
C03DA;ESPIRONOLACTONA
A11AA;ESPLENOL
B02BC;ESPONGOSTAN FILM
